5,+004,441,409,10,10,
6,+004,441,409,10,10,
7,+003,421,429,10,10,
8,+004,457,393,10,10,
9,+005,461,389,10,10,
0,+006,465,385,12,11,
1,+004,409,441,12,11,
2,+005,461,389,12,11,
3,+006,465,385,12,11,
4,+006,449,401,12,11,
5,+004,409,441,12,11,
6,+004,441,409,12,11,
7,+005,461,389,12,11,
8,+006,465,385,12,11,
9,+006,449,401,12,11,
0,+005,429,421,12,11,
1,+005,445,405,12,11,
2,+007,485,365,12,11,
3,+008,473,377,12,11,
4,+006,417,433,12,11,
5,+007,469,381,12,11,
6,+008,473,377,12,11,
7,+007,437,413,12,11,
8,+007,453,397,12,11,
9,+007,453,397,12,11,
0,+008,473,377,13,12,
1,+008,457,393,13,12,
2,+007,437,413,13,12,
3,+008,473,377,13,12,
4,+009,477,373,13,12,
5,+009,461,389,13,12,
6,+010,481,369,13,12,
7,+010,465,385,13,12,
8,+014,545,305,13,12,
9,+010,401,449,13,12,
0,+010,465,385,14,13,
1,+010,465,385,14,13,
2,+016,585,265,14,13,
3,+011,389,461,14,13,
4,+012,489,361,14,13,
5,+013,493,357,14,13,
6,+016,537,313,14,13,
7,+011,389,461,14,13,
8,+018,609,241,14,13,
9,+014,417,433,14,13,
0,+013,461,389,14,13,
1,+016,537,313,14,13,
2,+014,449,401,14,13,
3,+012,441,409,14,13,
4,+015,533,317,14,13,
5,+013,445,405,14,13,
6,+015,517,333,14,13,
7,+014,465,385,14,13,
8,+015,501,349,14,13,
9,+015,485,365,14,13,
0,+016,505,345,15,13,
1,+017,509,341,15,13,
2,+018,513,337,15,13,
3,+016,457,393,15,13,
4,+015,469,381,15,13,
5,+016,505,345,15,13,
6,+017,509,341,15,13,
7,+014,433,417,15,13,
8,+015,501,349,15,13,
9,+015,485,365,15,13,
0,+015,485,365,16,14,
1,+015,485,365,16,14,
2,+018,545,305,16,14,
3,+016,457,393,16,14,
4,+015,469,381,16,14,
5,+016,505,345,16,14,
6,+012,409,441,16,14,
7,+015,533,317,16,14,
8,+015,485,365,16,14,
9,+015,485,365,16,14,
0,+015,485,365,17,15,
1,+017,525,325,17,15,
2,+014,433,417,17,15,
3,+014,481,369,17,15,
4,+014,481,369,17,15,
5,+014,481,369,17,15,
6,+013,461,389,17,15,
7,+014,497,353,17,15,
8,+015,501,349,17,15,
9,+014,465,385,17,15,
0,+014,481,369,17,14,
1,+012,441,409,17,14,
2,+018,593,257,17,14,
3,+011,357,493,17,14,
4,+013,509,341,17,14,
5,+014,497,353,17,14,
6,+012,441,409,17,14,
7,+012,473,377,17,14,
8,+010,433,417,17,14,
9,+011,485,365,17,14,
0,+010,449,401,18,16,
1,+009,445,405,18,16,
2,+008,441,409,18,16,
3,+009,477,373,18,16,
4,+010,481,369,18,16,
5,+009,445,405,18,16,
6,+012,521,329,18,16,
7,+008,393,457,18,16,
8,+007,437,413,18,16,
9,+007,453,397,18,16,
0,+006,433,417,18,15,
1,+005,429,421,18,15,
2,+007,485,365,18,15,
3,+006,433,417,18,15,
4,+005,429,421,18,15,
5,+005,445,405,18,15,
6,+004,425,425,18,15,
7,+004,441,409,18,15,
8,+001,381,469,18,15,
9,+003,469,381,18,15,
0,+003,437,413,18,17,
1,+003,437,413,18,17,
2,+004,457,393,18,17,
3,-002,321,529,18,17,
4,-002,417,433,18,17,
5,+001,477,373,18,17,
6,+000,409,441,18,17,
7,+001,445,405,18,17,
8,-001,389,461,18,17,
9,-001,421,429,18,17,
0,-001,421,429,18,17,
1,-001,421,429,18,17,
2,+002,481,369,18,17,
3,-003,333,517,18,17,
4,-004,393,457,18,17,
5,-001,469,381,18,17,
6,-003,381,469,18,17,
7,-004,393,457,18,17,
8,-002,449,401,18,17,
9,-003,397,453,18,17,
0,-004,393,457,19,18,
1,-005,389,461,19,18,
2,-001,485,365,19,18,
3,-005,341,509,19,18,
4,-006,385,465,19,18,
5,-007,381,469,19,18,
6,-006,417,433,19,18,
7,-005,421,429,19,18,
8,-015,205,645,19,18,
9,-004,585,265,19,18,
0,-007,349,501,19,18,
1,-004,457,393,19,18,
2,-006,369,481,19,18,
3,-005,421,429,19,18,
4,-006,385,465,19,18,
5,-006,401,449,19,18,
6,-005,421,429,19,18,
7,-004,425,425,19,18,
8,-006,369,481,19,18,
9,-008,361,489,19,18,
0,-005,453,397,19,19,
1,-005,405,445,19,19,
2,-004,425,425,19,19,
3,-006,369,481,19,19,
4,+001,541,309,19,19,
5,-003,349,501,19,19,
6,-005,373,477,19,19,
7,-005,405,445,19,19,
8,-004,425,425,19,19,
9,-005,389,461,19,19,
0,-004,425,425,20,19,
1,-004,409,441,20,19,
2,-004,409,441,20,19,
3,-005,389,461,20,19,
4,-005,405,445,20,19,
5,-004,425,425,20,19,
6,-004,409,441,20,19,
7,+001,509,341,20,19,
8,-001,389,461,20,19,
9,-003,381,469,20,19,
0,-004,393,457,21,19,
1,-001,469,381,21,19,
2,+000,441,409,21,19,
3,-003,365,485,21,19,
4,-004,393,457,21,19,
5,-003,429,421,21,19,
6,-003,413,437,21,19,
7,-003,413,437,21,19,
8,-002,433,417,21,19,
9,-001,437,413,21,19,
0,-001,421,429,20,20,
1,+000,441,409,20,20,
2,+000,425,425,20,20,
3,+000,425,425,20,20,
4,+000,425,425,20,20,
5,+000,425,425,20,20,
6,-001,405,445,20,20,
7,+000,441,409,20,20,
8,+000,425,425,20,20,
9,-001,405,445,20,20,
0,-002,401,449,21,20,
1,-001,437,413,21,20,
2,-001,421,429,21,20,
3,-002,401,449,21,20,
4,+000,457,393,21,20,
5,+000,425,425,21,20,
6,-001,405,445,21,20,
7,-001,421,429,21,20,
8,+002,481,369,21,20,
9,+001,413,437,21,20,
0,+002,449,401,21,21,
1,+001,413,437,21,21,
2,+001,429,421,21,21,
3,+002,449,401,21,21,
4,+002,433,417,21,21,
5,+001,413,437,21,21,
6,+000,409,441,21,21,
7,+000,425,425,21,21,
8,+002,465,385,21,21,
9,-001,373,477,21,21,
0,+001,461,389,22,20,
1,+000,409,441,22,20,
2,+002,465,385,22,20,
3,+002,433,417,22,20,
4,+002,433,417,22,20,
5,+002,433,417,22,20,
6,+002,433,417,22,20,
7,+002,433,417,22,20,
8,+002,433,417,22,20,
9,+002,433,417,22,20,
0,+001,413,437,22,22,
1,+003,469,381,22,22,
2,+002,417,433,22,22,
3,+003,453,397,22,22,
4,+002,417,433,22,22,
5,+003,453,397,22,22,
6,+003,437,413,22,22,
7,+002,417,433,22,22,
8,+002,433,417,22,22,
9,+001,413,437,22,22,
0,+003,469,381,22,21,
1,+003,437,413,22,21,
2,+002,417,433,22,21,
3,+003,453,397,22,21,
4,+002,417,433,22,21,
5,+002,433,417,22,21,
6,+002,433,417,22,21,
7,+003,453,397,22,21,
8,+002,417,433,22,21,
9,+003,453,397,22,21,
0,+004,457,393,23,22,
1,+002,401,449,23,22,
2,+002,433,417,23,22,
3,+002,433,417,23,22,
4,+003,453,397,23,22,
5,+002,417,433,23,22,
6,+008,553,297,23,22,
7,+002,337,513,23,22,
8,+002,433,417,23,22,
9,+003,453,397,23,22,
0,+001,397,453,22,21,
1,+002,449,401,22,21,
2,+002,433,417,22,21,
3,+001,413,437,22,21,
4,+002,449,401,22,21,
5,+001,413,437,22,21,
6,+007,549,301,22,21,
7,+005,413,437,22,21,
8,+001,365,485,22,21,
9,+002,449,401,22,21,
0,+000,393,457,24,22,
1,+001,445,405,24,22,
2,+000,409,441,24,22,
3,+001,445,405,24,22,
4,+000,409,441,24,22,
5,+002,465,385,24,22,
6,-001,373,477,24,22,
7,-001,421,429,24,22,
8,+003,501,349,24,22,
9,+001,397,453,24,22,
0,-001,389,461,23,23,
1,-001,421,429,23,23,
2,+003,501,349,23,23,
3,+001,397,453,23,23,
4,+001,429,421,23,23,
5,-001,389,461,23,23,
6,-001,421,429,23,23,
7,-002,401,449,23,23,
8,+000,457,393,23,23,
9,+000,425,425,23,23,
0,-001,405,445,23,22,
1,+000,441,409,23,22,
2,-001,405,445,23,22,
3,-002,401,449,23,22,
4,-002,417,433,23,22,
5,-003,397,453,23,22,
6,-004,393,457,23,22,
7,-003,429,421,23,22,
8,-004,393,457,23,22,
9,-003,429,421,23,22,
0,-003,413,437,24,23,
1,-002,433,417,24,23,
2,-003,397,453,24,23,
3,-003,413,437,24,23,
4,-003,413,437,24,23,
5,-003,413,437,24,23,
6,-003,413,437,24,23,
7,-001,453,397,24,23,
8,-002,401,449,24,23,
9,-002,417,433,24,23,
0,-003,397,453,24,24,
1,-003,413,437,24,24,
2,-004,393,457,24,24,
3,-002,449,401,24,24,
4,-004,377,473,24,24,
5,-004,409,441,24,24,
6,-003,429,421,24,24,
7,-003,413,437,24,24,
8,-003,413,437,24,24,
9,-003,413,437,24,24,
0,-001,453,397,24,23,
1,-003,381,469,24,23,
2,-003,413,437,24,23,
3,-002,433,417,24,23,
4,-004,377,473,24,23,
5,-002,449,401,24,23,
6,+000,457,393,24,23,
7,-002,385,465,24,23,
8,-003,397,453,24,23,
9,-002,433,417,24,23,
0,-005,357,493,24,24,
1,-004,425,425,24,24,
2,-003,429,421,24,24,
3,-003,413,437,24,24,
4,-002,433,417,24,24,
5,-003,397,453,24,24,
6,-003,413,437,24,24,
7,-003,413,437,24,24,
8,-003,413,437,24,24,
9,-003,413,437,24,24,
0,+000,473,377,25,24,
1,-002,385,465,25,24,
2,-003,397,453,25,24,
3,+001,493,357,25,24,
4,-002,369,481,25,24,
5,-002,417,433,25,24,
6,-001,437,413,25,24,
7,-001,421,429,25,24,
8,-001,421,429,25,24,
9,-001,421,429,25,24,
0,+001,461,389,25,24,
1,-001,389,461,25,24,
2,-002,401,449,25,24,
3,-001,437,413,25,24,
4,-002,401,449,25,24,
5,-002,417,433,25,24,
6,+000,457,393,25,24,
7,+000,425,425,25,24,
8,-001,405,445,25,24,
9,-001,421,429,25,24,
0,+000,441,409,24,24,
1,-001,405,445,24,24,
2,-001,421,429,24,24,
3,+000,441,409,24,24,
4,+000,425,425,24,24,
5,-011,205,645,24,24,
6,-001,581,269,24,24,
7,-002,401,449,24,24,
8,-003,397,453,24,24,
9,+005,573,277,24,24,
0,+000,345,505,25,25,
1,-002,385,465,25,25,
2,-001,437,413,25,25,
3,+000,441,409,25,25,
4,-002,385,465,25,25,
5,-001,437,413,25,25,
6,-001,421,429,25,25,
7,-002,401,449,25,25,
8,-001,437,413,25,25,
9,-002,401,449,25,25,
0,+001,477,373,26,24,
1,+005,509,341,26,24,
2,+000,345,505,26,24,
3,+001,445,405,26,24,
4,+001,429,421,26,24,
5,+001,429,421,26,24,
6,+002,449,401,26,24,
7,+000,393,457,26,24,
8,+001,445,405,26,24,
9,+000,409,441,26,24,
0,+000,425,425,25,25,
1,+000,425,425,25,25,
2,+000,425,425,25,25,
3,+000,425,425,25,25,
4,+001,445,405,25,25,
5,+000,409,441,25,25,
6,+002,465,385,25,25,
7,+001,413,437,25,25,
8,+000,409,441,25,25,
9,+001,445,405,25,25,
0,+002,449,401,26,25,
1,+001,413,437,26,25,
2,+000,409,441,26,25,
3,+001,445,405,26,25,
4,+001,429,421,26,25,
5,+000,409,441,26,25,
6,+000,425,425,26,25,
7,+004,505,345,26,25,
8,+002,401,449,26,25,
9,+001,413,437,26,25,
0,+000,409,441,25,25,
1,+000,425,425,25,25,
2,+000,425,425,25,25,
3,+000,425,425,25,25,
4,+001,445,405,25,25,
5,+000,409,441,25,25,
6,+000,425,425,25,25,
7,-002,385,465,25,25,
8,-002,417,433,25,25,
9,+001,477,373,25,25,
0,+001,429,421,26,26,
1,+000,409,441,26,26,
2,-001,405,445,26,26,
3,+002,481,369,26,26,
4,+000,393,457,26,26,
5,+001,445,405,26,26,
6,+000,409,441,26,26,
7,+001,445,405,26,26,
8,+005,509,341,26,26,
9,+001,365,485,26,26,
0,-001,389,461,26,25,
1,+001,461,389,26,25,
2,-001,389,461,26,25,
3,+000,441,409,26,25,
4,+000,425,425,26,25,
5,+001,445,405,26,25,
6,+001,429,421,26,25,
7,+001,429,421,26,25,
8,+001,429,421,26,25,
9,+000,409,441,26,25,
0,+000,425,425,26,25,
1,+001,445,405,26,25,
2,-001,389,461,26,25,
3,+001,461,389,26,25,
4,+003,469,381,26,25,
5,+001,397,453,26,25,
6,+000,409,441,26,25,
7,+001,445,405,26,25,
8,+001,429,421,26,25,
9,+000,409,441,26,25,
0,+001,445,405,27,26,
1,+000,409,441,27,26,
2,+000,425,425,27,26,
3,+000,425,425,27,26,
4,-002,385,465,27,26,
5,-001,437,413,27,26,
6,+000,441,409,27,26,
7,+001,445,405,27,26,
8,+000,409,441,27,26,
9,-001,405,445,27,26,
0,-002,401,449,26,26,
1,-002,417,433,26,26,
2,-002,417,433,26,26,
3,-002,417,433,26,26,
4,-003,397,453,26,26,
5,-001,453,397,26,26,
6,-003,381,469,26,26,
7,-002,433,417,26,26,
8,-003,397,453,26,26,
9,-002,433,417,26,26,
0,-003,397,453,26,26,
1,+006,593,257,26,26,
2,+000,329,521,26,26,
3,-002,385,465,26,26,
4,+001,477,373,26,26,
5,+001,429,421,26,26,
6,-002,369,481,26,26,
7,-002,417,433,26,26,
8,-002,417,433,26,26,
9,-002,417,433,26,26,
0,-002,417,433,27,26,
1,-003,397,453,27,26,
2,-003,413,437,27,26,
3,-001,453,397,27,26,
4,-001,421,429,27,26,
5,-001,421,429,27,26,
6,-001,421,429,27,26,
7,-001,421,429,27,26,
8,-002,401,449,27,26,
9,-002,417,433,27,26,
0,-002,417,433,26,26,
1,-002,417,433,26,26,
2,-002,417,433,26,26,
3,-003,397,453,26,26,
4,-003,413,437,26,26,
5,-002,433,417,26,26,
6,-001,437,413,26,26,
7,+000,441,409,26,26,
8,-001,405,445,26,26,
9,-002,401,449,26,26,
0,+001,477,373,27,26,
1,+002,449,401,27,26,
2,+000,393,457,27,26,
3,+001,445,405,27,26,
4,+000,409,441,27,26,
5,+001,445,405,27,26,
6,+001,429,421,27,26,
7,+001,429,421,27,26,
8,+005,509,341,27,26,
9,+002,385,465,27,26,
0,+001,413,437,27,26,
1,+002,449,401,27,26,
2,+003,453,397,27,26,
3,+002,417,433,27,26,
4,+002,433,417,27,26,
5,+003,453,397,27,26,
6,+002,417,433,27,26,
7,+002,433,417,27,26,
8,+002,433,417,27,26,
9,+000,393,457,27,26,
0,+003,485,365,27,27,
1,+002,417,433,27,27,
2,+001,413,437,27,27,
3,+003,469,381,27,27,
4,+003,437,413,27,27,
5,+002,417,433,27,27,
6,+003,453,397,27,27,
7,+005,477,373,27,27,
8,+004,425,425,27,27,
9,-001,341,509,27,27,
0,+002,481,369,27,26,
1,+001,413,437,27,26,
2,+001,429,421,27,26,
3,+000,409,441,27,26,
4,+000,425,425,27,26,
5,+000,425,425,27,26,
6,+000,425,425,27,26,
7,+000,425,425,27,26,
8,+001,445,405,27,26,
9,+000,409,441,27,26,
0,+001,445,405,27,27,
1,+002,449,401,27,27,
2,-001,373,477,27,27,
3,+001,461,389,27,27,
4,+000,409,441,27,27,
5,+000,425,425,27,27,
6,+000,425,425,27,27,
7,+001,445,405,27,27,
8,+002,449,401,27,27,
9,+002,433,417,27,27,
0,+000,393,457,27,26,
1,-001,405,445,27,26,
2,+001,461,389,27,26,
3,+000,409,441,27,26,
4,+000,425,425,27,26,
5,+000,425,425,27,26,
6,-002,385,465,27,26,
7,-001,437,413,27,26,
8,-001,421,429,27,26,
9,-002,401,449,27,26,
0,-004,377,473,27,27,
1,+004,569,281,27,27,
2,-002,321,529,27,27,
3,+000,457,393,27,27,
4,-002,385,465,27,27,
5,-001,437,413,27,27,
6,-002,401,449,27,27,
7,-001,437,413,27,27,
8,-001,421,429,27,27,
9,-002,401,449,27,27,
0,-002,417,433,28,27,
1,-002,417,433,28,27,
2,-003,397,453,28,27,
3,+005,573,277,28,27,
4,+000,345,505,28,27,
5,-002,385,465,28,27,
6,-003,397,453,28,27,
7,-003,413,437,28,27,
8,-002,433,417,28,27,
9,-003,397,453,28,27,
0,-004,393,457,27,27,
1,-004,409,441,27,27,
2,-005,389,461,27,27,
3,-004,425,425,27,27,
4,-005,389,461,27,27,
5,-004,425,425,27,27,
6,-003,429,421,27,27,
7,-004,393,457,27,27,
8,-004,409,441,27,27,
9,-003,429,421,27,27,
0,-004,393,457,28,27,
1,-002,449,401,28,27,
2,-003,397,453,28,27,
3,-003,413,437,28,27,
4,-004,393,457,28,27,
5,-004,409,441,28,27,
6,-004,409,441,28,27,
7,-004,409,441,28,27,
8,-005,389,461,28,27,
9,-004,425,425,28,27,
0,-005,389,461,27,27,
1,-005,405,445,27,27,
2,-004,425,425,27,27,
3,-003,429,421,27,27,
4,-003,413,437,27,27,
5,-003,413,437,27,27,
6,-003,413,437,27,27,
7,-003,413,437,27,27,
8,+002,513,337,27,27,
9,-004,313,537,27,27,
0,-003,429,421,28,27,
1,-005,373,477,28,27,
2,-003,445,405,28,27,
3,-004,393,457,28,27,
4,-004,409,441,28,27,
5,-004,409,441,28,27,
6,-003,429,421,28,27,
7,-003,413,437,28,27,
8,-003,413,437,28,27,
9,-004,393,457,28,27,
0,-004,409,441,28,27,
1,-004,409,441,28,27,
2,-005,389,461,28,27,
3,-004,425,425,28,27,
4,-003,429,421,28,27,
5,-004,393,457,28,27,
6,-004,409,441,28,27,
7,-003,429,421,28,27,
8,-003,413,437,28,27,
9,-001,453,397,28,27,
0,-003,381,469,27,28,
1,-003,413,437,27,28,
2,-003,413,437,27,28,
3,-001,453,397,27,28,
4,-002,401,449,27,28,
5,-004,377,473,27,28,
6,-003,429,421,27,28,
7,+000,473,377,27,28,
8,-001,405,445,27,28,
9,-004,361,489,27,28,
0,-003,429,421,28,27,
1,-007,333,517,28,27,
2,-002,497,353,28,27,
3,-002,417,433,28,27,
4,-004,377,473,28,27,
5,-004,409,441,28,27,
6,-003,429,421,28,27,
7,-004,393,457,28,27,
8,-004,409,441,28,27,
9,-003,429,421,28,27,
0,-001,453,397,27,28,
1,-002,401,449,27,28,
2,-001,437,413,27,28,
3,-001,421,429,27,28,
4,-001,421,429,27,28,
5,-001,421,429,27,28,
6,-002,401,449,27,28,
7,-002,417,433,27,28,
8,+000,457,393,27,28,
9,-001,405,445,27,28,
0,+000,441,409,28,27,
1,-002,385,465,28,27,
2,-002,417,433,28,27,
3,-001,437,413,28,27,
4,-002,401,449,28,27,
5,-001,437,413,28,27,
6,-002,401,449,28,27,
7,-002,417,433,28,27,
8,-001,437,413,28,27,
9,-001,421,429,28,27,
0,-001,421,429,28,28,
1,-001,421,429,28,28,
2,+000,441,409,28,28,
3,-001,405,445,28,28,
4,+000,441,409,28,28,
5,-001,405,445,28,28,
6,+005,541,309,28,28,
7,+002,385,465,28,28,
8,+000,393,457,28,28,
9,+000,425,425,28,28,
0,-001,405,445,29,27,
1,-002,401,449,29,27,
2,-003,397,453,29,27,
3,+002,513,337,29,27,
4,-003,333,517,29,27,
5,-003,413,437,29,27,
6,-003,413,437,29,27,
7,-004,393,457,29,27,
8,-002,449,401,29,27,
9,-003,397,453,29,27,
0,-003,413,437,28,28,
1,-003,413,437,28,28,
2,-003,413,437,28,28,
3,-003,413,437,28,28,
4,-004,393,457,28,28,
5,-003,429,421,28,28,
6,-004,393,457,28,28,
7,+000,489,361,28,28,
8,-003,365,485,28,28,
9,-003,413,437,28,28,
0,-003,413,437,28,28,
1,-005,373,477,28,28,
2,-003,445,405,28,28,
3,-003,413,437,28,28,
4,-005,373,477,28,28,
5,-004,425,425,28,28,
6,-002,449,401,28,28,
7,-004,377,473,28,28,
8,-002,449,401,28,28,
9,-003,397,453,28,28,
0,-004,393,457,28,27,
1,-006,369,481,28,27,
2,-004,441,409,28,27,
3,-004,409,441,28,27,
4,-005,389,461,28,27,
5,-004,425,425,28,27,
6,-005,389,461,28,27,
7,-004,425,425,28,27,
8,-005,389,461,28,27,
9,-003,445,405,28,27,
0,-005,373,477,28,28,
1,-004,425,425,28,28,
2,-004,409,441,28,28,
3,-005,389,461,28,28,
4,-006,385,465,28,28,
5,-005,421,429,28,28,
6,-003,445,405,28,28,
7,-004,393,457,28,28,
8,-004,409,441,28,28,
9,-004,409,441,28,28,
0,-004,409,441,29,28,
1,-003,429,421,29,28,
2,-003,413,437,29,28,
3,-003,413,437,29,28,
4,-003,413,437,29,28,
5,-003,413,437,29,28,
6,-003,413,437,29,28,
7,-003,413,437,29,28,
8,+001,493,357,29,28,
9,-002,369,481,29,28,
0,-003,397,453,28,28,
1,-003,413,437,28,28,
2,-002,433,417,28,28,
3,-004,377,473,28,28,
4,-004,409,441,28,28,
5,-003,429,421,28,28,
6,-002,433,417,28,28,
7,-003,397,453,28,28,
8,-003,413,437,28,28,
9,-003,413,437,28,28,
0,-003,413,437,28,28,
1,-011,253,597,28,28,
2,-003,541,309,28,28,
3,-003,413,437,28,28,
4,-002,433,417,28,28,
5,-002,417,433,28,28,
6,-002,417,433,28,28,
7,-002,417,433,28,28,
8,-002,417,433,28,28,
9,-003,397,453,28,28,
0,-001,453,397,29,28,
1,-002,401,449,29,28,
2,-004,377,473,29,28,
3,-001,469,381,29,28,
4,-001,421,429,29,28,
5,-003,381,469,29,28,
6,-002,433,417,29,28,
7,-001,437,413,29,28,
8,-001,421,429,29,28,
9,-001,421,429,29,28,
0,-001,421,429,28,28,
1,-001,421,429,28,28,
2,-002,401,449,28,28,
3,-002,417,433,28,28,
4,-001,437,413,28,28,
5,-001,421,429,28,28,
6,+000,441,409,28,28,
7,+001,445,405,28,28,
8,+006,529,321,28,28,
9,+003,389,461,28,28,
0,+000,377,473,29,28,
1,-001,405,445,29,28,
2,-002,401,449,29,28,
3,-002,417,433,29,28,
4,+000,457,393,29,28,
5,+003,485,365,29,28,
6,-002,337,513,29,28,
7,-002,417,433,29,28,
8,-003,397,453,29,28,
9,-002,433,417,29,28,
0,-001,437,413,28,29,
1,+000,441,409,28,29,
2,-002,385,465,28,29,
3,-002,417,433,28,29,
4,-002,417,433,28,29,
5,-002,417,433,28,29,
6,-001,437,413,28,29,
7,-003,381,469,28,29,
8,-003,413,437,28,29,
9,-003,413,437,28,29,
0,+000,473,377,29,28,
1,+003,485,365,29,28,
2,-001,357,493,29,28,
3,+000,441,409,29,28,
4,-001,405,445,29,28,
5,-002,401,449,29,28,
6,-003,397,453,29,28,
7,-001,453,397,29,28,
8,-001,421,429,29,28,
9,+004,521,329,29,28,
0,-002,321,529,29,28,
1,+001,477,373,29,28,
2,-001,389,461,29,28,
3,-001,421,429,29,28,
4,+002,481,369,29,28,
5,-001,373,477,29,28,
6,+000,441,409,29,28,
7,+000,425,425,29,28,
8,+001,445,405,29,28,
9,+001,429,421,29,28,
0,+001,429,421,29,28,
1,+000,409,441,29,28,
2,+000,425,425,29,28,
3,+000,425,425,29,28,
4,+001,445,405,29,28,
5,+001,429,421,29,28,
6,-001,389,461,29,28,
7,-001,421,429,29,28,
8,+000,441,409,29,28,
9,+000,425,425,29,28,
0,+003,485,365,29,29,
1,+000,377,473,29,29,
2,-001,405,445,29,29,
3,-001,421,429,29,29,
4,+000,441,409,29,29,
5,-010,225,625,29,29,
6,+000,585,265,29,29,
7,+000,425,425,29,29,
8,+000,425,425,29,29,
9,-001,405,445,29,29,
0,-001,421,429,28,28,
1,-001,421,429,28,28,
2,+001,461,389,28,28,
3,+000,409,441,28,28,
4,+000,425,425,28,28,
5,-001,405,445,28,28,
6,+000,441,409,28,28,
7,+001,445,405,28,28,
8,-006,289,561,28,28,
9,-002,481,369,28,28,
0,-002,417,433,29,28,
1,-001,437,413,29,28,
2,-003,381,469,29,28,
3,-003,413,437,29,28,
4,-004,393,457,29,28,
5,-003,429,421,29,28,
6,-002,433,417,29,28,
7,-002,417,433,29,28,
8,-001,437,413,29,28,
9,-002,401,449,29,28,
0,-001,437,413,29,29,
1,-002,401,449,29,29,
2,-003,397,453,29,29,
3,-002,433,417,29,29,
4,-004,377,473,29,29,
5,-002,449,401,29,29,
6,-004,377,473,29,29,
7,-003,429,421,29,29,
8,-004,393,457,29,29,
9,-004,409,441,29,29,
0,-005,389,461,29,28,
1,-004,425,425,29,28,
2,-003,429,421,29,28,
3,-004,393,457,29,28,
4,-003,429,421,29,28,
5,-006,353,497,29,28,
6,-003,461,389,29,28,
7,-001,453,397,29,28,
8,-003,381,469,29,28,
9,-004,393,457,29,28,
0,-004,409,441,29,29,
1,+003,549,301,29,29,
2,-001,357,493,29,29,
3,-005,341,509,29,29,
4,-005,405,445,29,29,
5,-006,385,465,29,29,
6,-005,421,429,29,29,
7,-004,425,425,29,29,
8,-004,409,441,29,29,
9,-006,369,481,29,29,
